date,fish_type,origin,gender,weight,size,catch_release,position_number,fly_or_spinner,bait,bait_size,extra_1,extra_2,position_name,position
2011-08-09,Lax,,Óþekkt,2.1,58.0,,42,Fluga,Frances keila,"1/2""",,,Stekkjarhylur,Svæði 3
2011-08-06,Lax,,Hængur,2.6,62.0,,42,Fluga,,,,,Stekkjarhylur,Svæði 3
2011-08-05,Lax,,Hængur,4.4,75.0,,42,Spónn,Devon,,,,Stekkjarhylur,Svæði 3
2011-08-04,Lax,,Hrygna,4.6,76.0,,42,Fluga,Rauð Frances,"1/2""",,,Stekkjarhylur,Svæði 3
2011-08-03,Lax,,Óþekkt,2.6,62.0,X,42,Fluga,Black and Blue,,IS102702,,Stekkjarhylur,Svæði 3
2011-08-03,Lax,,Óþekkt,5.3,80.0,X,42,Fluga,Black and Blue,,IS102703,,Stekkjarhylur,Svæði 3
2011-07-31,Lax,,Hrygna,4.6,76.0,,42,Fluga,Svört Snælda,,,,Stekkjarhylur,Svæði 3
2011-07-20,Lax,,Hrygna,5.0,79.0,,42,Spónn,Toby,,,,Stekkjarhylur,Svæði 3
2012-09-20,Lax,,Hængur,6.1,84.0,,42,Spónn,Toby,,Klak IS102862,,Stekkjarhylur,Svæði 3
2012-09-07,Lax,,Hængur,7.5,90.0,,42,Fluga,Green butt,"1""",Klak,,Stekkjarhylur,Svæði 3
2012-08-15,Lax,,Hængur,1.5,51.0,,42,Fluga,Rauð frances,"1/2""",,,Stekkjarhylur,Svæði 3
2012-08-07,Lax,,Hrygna,4.3,74.0,,42,Fluga,Rauð frances,,Eyruggi skemmdur,,Stekkjarhylur,Svæði 3
2013-09-07,Lax,,Hængur,2.5,61.0,,42,Fluga,Cascade,"1/2""",Hreistursýni,,Stekkjarhylur,Svæði 3
2013-08-18,Lax,,Hrygna,2.0,57.0,X,42,Fluga,,,,,Stekkjarhylur,Svæði 3
2013-08-16,Lax,,Hængur,1.9,56.0,,42,Fluga,Rauð Frances,1/4,,,Stekkjarhylur,Svæði 3
2013-08-11,Urriði,,Hængur,2.4,55.0,,42,Spónn,Svartur toby,18 gr,,,Stekkjarhylur,Svæði 3
2013-08-02,Lax,,Hrygna,2.5,61.0,,42,Fluga,,,,,Stekkjarhylur,Svæði 3
2013-07-13,Urriði,,Óþekkt,1.5,48.0,,42,Spónn,Toby,,,,Stekkjarhylur,Svæði 3
2014-08-23,Lax,,Hrygna,4.1,73.0,X,42,Fluga,R. Frances keilutúba,1/2,,,Stekkjarhylur,Svæði 3
2014-08-07,Lax,,Hængur,6.4,86.0,,42,Fluga,SrS,,Vatnshiti 7°C,,Stekkjarhylur,Svæði 3
2014-08-04,Urriði,,Óþekkt,0.8,38.0,,42,Maðkur,,,,,Stekkjarhylur,Svæði 3
2015-09-18,Urriði,,Hængur,0.5,33.0,,42,Spónn,toby,,,,Stekkjarhylur,Svæði 3
2015-08-05,Urriði,Staðb.,Hængur,1.0,42.0,,42,Spónn,Smokkurinn,,,,Stekkjarhylur,Svæði 3
2016-09-04,Lax,,Hrygna,6.0,85.0,,42,Fluga,Green but,"1""",Klak,,Stekkjarhylur,Svæði 3
2016-08-16,Urriði,,Hængur,2.0,50.0,,42,Fluga,Rauð frances,,,,Stekkjarhylur,Svæði 3
2016-08-10,Lax,,Hængur,3.8,71.0,,42,Fluga,Snælda svört,"1/2""",,,Stekkjarhylur,Svæði 3
2016-08-07,Lax,,Hængur,6.8,89.0,,42,Fluga,sunray,,,,Stekkjarhylur,Svæði 3
2016-08-03,Lax,,Hængur,5.0,78.0,,42,Fluga,Red Frances DE,"1/2""",Sett í klak,,Stekkjarhylur,Svæði 3
2016-07-31,Lax,,Hængur,5.3,80.0,,42,Fluga,,,,,Stekkjarhylur,Svæði 3
2016-07-24,Lax,,Hrygna,4.4,75.0,X,42,Fluga,Sun ray shadows,"1""",Sett í klak,,Stekkjarhylur,Svæði 3
2016-07-22,Lax,Sjóg.,Hrygna,6.3,85.0,,42,Spónn,Svartur Toby 18.gr.,,,,Stekkjarhylur,Svæði 3
2016-07-22,Bleikja,Sjóg.,Hrygna,1.6,48.0,,42,Spónn,Svartur Toby 18.gr.,,,,Stekkjarhylur,Svæði 3
2016-07-16,Lax,,Hrygna,5.8,82.0,,42,Annað,spinner,,,,Stekkjarhylur,Svæði 3
2017-09-09,Urriði,Óþekkt,Óþekkt,2.0,53.0,,42,Fluga,Frances,,,,Stekkjarhylur,Svæði 3
2017-08-06,Bleikja,Óþekkt,Óþekkt,1.5,47.0,,42,Spónn,,,,,Stekkjarhylur,Svæði 3
2017-08-06,Bleikja,Óþekkt,Óþekkt,1.5,47.0,,42,Spónn,,,,,Stekkjarhylur,Svæði 3
2017-08-05,Bleikja,Óþekkt,Hrygna,0.7,36.0,X,42,Fluga,Frances,,,,Stekkjarhylur,Svæði 3
2017-08-05,Urriði,Óþekkt,Hængur,1.8,51.0,,42,Fluga,Frances,,,,Stekkjarhylur,Svæði 3
2017-08-05,Lax,Sjóg.,Hængur,5.9,83.0,,42,Fluga,Frances,,Settur í klak,,Stekkjarhylur,Svæði 3
2017-07-27,Urriði,Óþekkt,Hrygna,0.7,37.0,,42,Fluga,Frances ,,,,Stekkjarhylur,Svæði 3
2017-07-04,Urriði,,Hængur,1.5,48.0,,42,Spónn,,,,,Stekkjarhylur,Svæði 3
2018-09-07,Urriði,Óþekkt,Hængur,2.0,55.0,,42,Fluga,Teppabúðin,"1/2""",,,Stekkjarhylur,Svæði 3
2018-08-13,Urriði,Óþekkt,Hængur,2.0,53.0,,42,Fluga,Black Sheep,12,,,Stekkjarhylur,Svæði 3
2018-07-28,Urriði,Óþekkt,Óþekkt,1.0,42.0,,42,Spónn,,,,,Stekkjarhylur,Svæði 3
2018-07-27,Lax,Sjóg.,Hængur,2.6,62.0,,42,Spónn,Toby,20,,,Stekkjarhylur,Svæði 3
2018-07-15,Bleikja,Óþekkt,Óþekkt,1.5,47.0,,42,Spónn,Toby ,18,,,Stekkjarhylur,Svæði 3
2018-07-09,Bleikja,Óþekkt,Hrygna,2.0,52.0,,42,Spónn,Toby,,,,Stekkjarhylur,Svæði 3
2018-06-28,Urriði,Óþekkt,Hrygna,1.0,42.0,,42,Spónn,Toby,,,,Stekkjarhylur,Svæði 3
2018-06-28,Urriði,Óþekkt,Hrygna,1.0,42.0,,42,Spónn,Toby,,,,Stekkjarhylur,Svæði 3
2018-06-28,Urriði,Óþekkt,Hængur,1.0,42.0,,42,Spónn,Toby,,,,Stekkjarhylur,Svæði 3
2019-09-28,Bleikja,Óþekkt,Óþekkt,0.5,32.0,X,42,Spónn,,,,,Stekkjarhylur,Svæði 3
2019-09-13,Lax,Óþekkt,Hrygna,5.9,83.0,X,42,Fluga,Sunray,Tomma,,,Stekkjarhylur,Svæði 3
2019-09-03,Lax,Óþekkt,Hængur,1.8,54.0,X,42,Fluga,Sunray (gul),,1/2 tomma Vatnshiti 7°C,,Stekkjarhylur,Svæði 3
2019-09-03,Urriði,Óþekkt,Hængur,2.6,58.0,,42,Fluga,Rauð Frances,,1/4 tomma keiluhaus Vatnshiti 7°C,,Stekkjarhylur,Svæði 3
2019-08-11,Urriði,Staðb.,Óþekkt,0.7,36.0,,42,Fluga,,,,,Stekkjarhylur,Svæði 3
2019-08-04,Lax,Sjóg.,Hrygna,6.3,85.0,X,42,Fluga,Rauð Frances,1/4,,IS102611,Stekkjarhylur,Svæði 3
2019-07-30,Urriði,Óþekkt,Óþekkt,1.4,47.0,,42,Fluga,Sunray,,,,Stekkjarhylur,Svæði 3
2019-07-29,Lax,Óþekkt,Hængur,3.0,65.0,,42,Spónn,toby,,,,Stekkjarhylur,Svæði 3
2019-07-21,Lax,Sjóg.,Hrygna,5.7,82.0,X,42,Spónn,Toby,,,,Stekkjarhylur,Svæði 3
2019-07-15,Urriði,Staðb.,Hrygna,2.5,57.0,,42,Spónn,,,,,Stekkjarhylur,Svæði 3
2020-09-20,Lax,Óþekkt,Hrygna,2.8,64.0,,42,Spónn,toby svartur,,Klak,,Stekkjarhylur,Svæði 3
2020-09-17,Lax,Sjóg.,Hængur,2.5,61.0,X,42,Fluga,Rauður Fr.,"1/4""",,,Stekkjarhylur,Svæði 3
2020-09-16,Lax,Sjóg.,Hængur,1.4,50.0,,42,Fluga,Sunray shadow,,,,Stekkjarhylur,Svæði 3
2020-09-13,Lax,Óþekkt,Hængur,3.4,68.0,X,42,Fluga,Green Brahan,12,,,Stekkjarhylur,Svæði 3
2020-09-11,Lax,Sjóg.,Hængur,6.5,86.0,X,42,Fluga,Sunray shadow,,,,Stekkjarhylur,Svæði 3
2020-09-10,Lax,Sjóg.,Hrygna,3.0,65.0,X,42,Fluga,Sunray balck,1/4,,,Stekkjarhylur,Svæði 3
2020-09-06,Lax,Óþekkt,Hængur,2.5,62.0,X,42,Fluga,R. FR,,,,Stekkjarhylur,Svæði 3
2020-09-06,Lax,Óþekkt,Hængur,2.3,60.0,X,42,Fluga,R. FR,,,,Stekkjarhylur,Svæði 3
2020-09-05,Lax,Óþekkt,Hængur,3.0,65.0,X,42,Fluga,kolskeggur,,,,Stekkjarhylur,Svæði 3
2020-08-31,Lax,Óþekkt,Hrygna,1.8,55.0,X,42,Fluga,Svört keila ,"3/4"" ",,,Stekkjarhylur,Svæði 3
2020-08-30,Lax,Sjóg.,Hængur,2.1,58.0,X,42,Fluga,Frances rauð,"1/2""",,,Stekkjarhylur,Svæði 3
2020-08-30,Lax,Sjóg.,Hængur,3.1,66.0,,42,Fluga,Sunray orange,,,,Stekkjarhylur,Svæði 3
2020-08-28,Lax,Sjóg.,Hrygna,5.3,80.0,X,42,Fluga,Frances rauð,,,,Stekkjarhylur,Svæði 3
2020-08-27,Lax,Sjóg.,Hængur,3.0,65.0,X,42,Fluga,Rauð Frances,Keila,,,Stekkjarhylur,Svæði 3
2020-08-27,Lax,Sjóg.,Hængur,3.0,65.0,X,42,Fluga,Sv. Snælda,Kón,,,Stekkjarhylur,Svæði 3
2020-08-26,Lax,Sjóg.,Hængur,2.8,64.0,X,42,Fluga,R Frances,,,,Stekkjarhylur,Svæði 3
2020-08-26,Lax,Sjóg.,Hængur,3.6,70.0,X,42,Fluga,Sunray,,,,Stekkjarhylur,Svæði 3
2020-08-26,Lax,Sjóg.,Hrygna,2.6,62.0,X,42,Fluga,Rauður fr.,"1/2""",,,Stekkjarhylur,Svæði 3
2020-08-26,Lax,Sjóg.,Hængur,2.2,59.0,,42,Fluga,Blackandblu,"1/2""",,,Stekkjarhylur,Svæði 3
2020-08-26,Lax,Sjóg.,Hængur,2.8,64.0,,42,Fluga,,,,,Stekkjarhylur,Svæði 3
2020-08-26,Lax,Sjóg.,Hængur,3.0,65.0,,42,Fluga,,,,,Stekkjarhylur,Svæði 3
2020-08-23,Lax,Sjóg.,Hængur,3.1,66.0,,42,Fluga,Black sheep,,,,Stekkjarhylur,Svæði 3
2020-08-21,Urriði,Staðb.,Hængur,1.5,48.0,,42,Fluga,Sunray shadow,,,,Stekkjarhylur,Svæði 3
2020-08-19,Lax,Sjóg.,Hængur,2.2,59.0,X,42,Fluga,Sunray Shadow,,,,Stekkjarhylur,Svæði 3
2020-08-16,Lax,Óþekkt,Hrygna,4.0,72.0,X,42,Fluga,GSG,1/4”,,,Stekkjarhylur,Svæði 3
2020-08-16,Lax,Óþekkt,Hængur,2.4,60.0,,42,Fluga,GSG,1/4”,,,Stekkjarhylur,Svæði 3
2020-08-15,Lax,Sjóg.,Hængur,3.0,65.0,,42,Fluga,Francis,1/4,,,Stekkjarhylur,Svæði 3
2020-08-15,Lax,Sjóg.,Hængur,3.2,67.0,,42,Fluga,Blámi,12,,,Stekkjarhylur,Svæði 3
2020-08-09,Lax,Sjóg.,Hængur,3.1,66.0,X,42,Spónn,toby ,28gr,,,Stekkjarhylur,Svæði 3
2020-08-03,Bleikja,Sjóg.,Óþekkt,1.5,30.0,,42,Spónn,Svartur Toby,18g,,,Stekkjarhylur,Svæði 3
2020-08-02,Lax,Óþekkt,Hrygna,3.0,65.0,X,42,Fluga,Frances rauð,1/4,,,Stekkjarhylur,Svæði 3
2020-08-02,Lax,Óþekkt,Hrygna,2.4,60.0,,42,Spónn,Toby.,,,,Stekkjarhylur,Svæði 3
2020-07-25,Urriði,Óþekkt,Hængur,1.4,47.0,,42,Fluga,Black ghost,,,,Stekkjarhylur,Svæði 3
2020-07-23,Lax,Sjóg.,Hrygna,5.9,83.0,X,42,Fluga,Svört francec,"1/2""",Netaför,,Stekkjarhylur,Svæði 3
2021-09-05,Lax,Sjóg.,Hængur,3.0,65.0,X,42,Fluga,Þingeyingur,,,,Stekkjarhylur,Svæði 3
2021-09-04,Lax,Óþekkt,Hrygna,5.9,83.0,X,42,Fluga,Frigg græann,,Siggi gum/CO,,Stekkjarhylur,Svæði 3
2021-08-25,Lax,Óþekkt,Hængur,3.5,70.0,,42,Fluga,,,,,Stekkjarhylur,Svæði 3
2021-08-23,Lax,Óþekkt,Hængur,6.0,83.0,X,42,Fluga,Svört Frans,,,,Stekkjarhylur,Svæði 3
2021-08-23,Urriði,Óþekkt,Óþekkt,1.5,40.0,X,42,Fluga,Svört Frans,,,,Stekkjarhylur,Svæði 3
2021-08-23,Lax,Óþekkt,Hrygna,4.0,69.0,X,42,Fluga,Svört Frans,,,,Stekkjarhylur,Svæði 3
2021-08-16,Lax,Sjóg.,Hængur,8.1,93.0,,42,Fluga,"Frances rauð1/4""",,klak,,Stekkjarhylur,Svæði 3
2021-08-01,Lax,Sjóg.,Hængur,2.7,63.0,,42,Spónn,Toby,18,,,Stekkjarhylur,Svæði 3
2021-07-31,Urriði,Staðb.,Hrygna,0.9,40.0,,42,Fluga,,,,,Stekkjarhylur,Svæði 3
2021-07-27,Lax,Óþekkt,Hængur,3.4,68.0,,42,Spónn,toby grænn,,,,Stekkjarhylur,Svæði 3
2021-07-25,Urriði,Staðb.,Óþekkt,1.3,45.0,,42,Spónn,devon,,,,Stekkjarhylur,Svæði 3
2021-07-23,Urriði,Staðb.,Hængur,2.2,55.0,,42,Fluga,Silver Sheep,8,,,Stekkjarhylur,Svæði 3
2010-09-17,Lax,,Hrygna,1.4,50.0,,59,Fluga,Snælda,,,,Systrahvammur,Svæði 4
2010-09-16,Lax,,Hængur,3.4,68.0,,59,Fluga,Frances,"1/2""",,,Systrahvammur,Svæði 4
2010-09-13,Lax,,Hrygna,4.5,75.0,X,59,Fluga,Svört frances,"2""",Sleppt,,Systrahvammur,Svæði 4
2010-09-12,Lax,,Hængur,8.1,93.0,X,59,Fluga,Hairy Mary,14,,,Systrahvammur,Svæði 4
2010-09-10,Lax,,Hrygna,5.5,80.0,,59,Fluga,Black and blue,16,,,Systrahvammur,Svæði 4
2010-09-10,Lax,,Hrygna,4.0,72.0,,59,Fluga,Highlander keila,,,,Systrahvammur,Svæði 4
2010-09-05,Lax,,Hængur,2.5,61.0,,59,Fluga,Frances,,,,Systrahvammur,Svæði 4
2010-09-02,Lax,,Hængur,3.0,65.0,,59,Fluga,Rauð frances,,,,Systrahvammur,Svæði 4
2010-08-31,Lax,,Hrygna,5.8,78.0,,59,Fluga,Rauð frances,,Klak,,Systrahvammur,Svæði 4
2010-08-28,Lax,,Hængur,1.7,52.0,,59,Fluga,Kolskeggur,"1""",,,Systrahvammur,Svæði 4
2010-08-24,Lax,,Hrygna,5.9,83.0,,59,Fluga,Frances,,Klak,,Systrahvammur,Svæði 4
2010-08-20,Lax,,Hrygna,4.3,74.0,X,59,Fluga,Sunray shadow,,,,Systrahvammur,Svæði 4
2010-08-18,Lax,,Hængur,8.9,96.0,,59,Fluga,Sunray shadow,,Klak,,Systrahvammur,Svæði 4
2010-08-13,Lax,,Hængur,6.5,86.0,,59,Fluga,,,,,Systrahvammur,Svæði 4
2010-08-12,Lax,,Hængur,2.0,57.0,,59,Fluga,Friggi rauður,"1 1/2""",Lúsugur,,Systrahvammur,Svæði 4
2010-08-11,Lax,,Hængur,9.2,95.0,,59,Fluga,Snælda rauð,,,,Systrahvammur,Svæði 4
2010-08-06,Lax,,Hrygna,2.1,62.0,,59,Fluga,Rauður frances,"1""",,,Systrahvammur,Svæði 4
2010-08-04,Lax,,Hængur,6.0,84.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2010-07-26,Lax,,Hrygna,5.0,79.0,,59,Fluga,Rauð frances,"1/2""",,,Systrahvammur,Svæði 4
2010-07-24,Lax,,Hængur,3.0,65.0,,59,Fluga,Sunray,"1""",,,Systrahvammur,Svæði 4
2010-07-20,Lax,,Hængur,3.6,70.0,,59,Fluga,Snælda,,,,Systrahvammur,Svæði 4
2010-07-18,Lax,,Hængur,4.5,76.0,,59,Fluga,Þýsk snælda,,,,Systrahvammur,Svæði 4
2010-07-16,Lax,,Hrygna,5.0,79.0,,59,Spónn,Svartur toby,,,,Systrahvammur,Svæði 4
2010-07-14,Lax,,Hængur,5.1,79.0,,59,Fluga,Snúður,"3/4""",,,Systrahvammur,Svæði 4
2010-07-14,Lax,,Hængur,4.7,76.0,,59,,,,,,Systrahvammur,Svæði 4
2010-07-14,Lax,,Hrygna,4.0,75.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2010-07-14,Lax,,Hrygna,5.0,83.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2010-07-08,Lax,,Hrygna,4.5,75.0,,59,Spónn,Svartur toby,,,,Systrahvammur,Svæði 4
2010-07-08,Lax,,,5.0,80.0,X,59,Fluga,Snælda,,,,Systrahvammur,Svæði 4
2010-07-05,Lax,,Hængur,5.0,79.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2010-07-05,Lax,,Hrygna,5.0,78.0,X,59,Fluga,,,,,Systrahvammur,Svæði 4
2010-07-02,Lax,,Hængur,4.6,76.0,,59,Fluga,Sunray,,,,Systrahvammur,Svæði 4
2011-09-24,Lax,,Hængur,7.0,88.0,X,59,Spónn,Svartur toby,,,,Systrahvammur,Svæði 4
2011-09-14,Lax,,,1.5,51.0,,59,Fluga,Snælda svört,"1/2""",,,Systrahvammur,Svæði 4
2011-08-27,Lax,,Hængur,6.0,85.0,,59,Fluga,Frances,,,,Systrahvammur,Svæði 4
2011-08-27,Lax,,Hrygna,6.1,84.0,,59,Fluga,Sunray shadow,,Klak,,Systrahvammur,Svæði 4
2011-08-27,Lax,,Hrygna,2.0,55.0,,59,Fluga,Kolskeggur,,Keila,,Systrahvammur,Svæði 4
2011-08-19,Lax,,Hrygna,4.8,6.7,,59,Fluga,Frances,"1""",Klak,,Systrahvammur,Svæði 4
2011-08-15,Lax,,Hrygna,5.5,79.0,,59,Fluga,TS Shrimp,10,Klak,,Systrahvammur,Svæði 4
2011-08-14,Lax,,Hængur,2.0,57.0,,59,Fluga,Svört Frances,,,,Systrahvammur,Svæði 4
2011-08-10,Lax,,Hængur,7.2,89.0,,59,Fluga,Snælda,,,,Systrahvammur,Svæði 4
2011-08-08,Lax,,Hængur,1.7,53.0,,59,Spónn,Spinner,,,,Systrahvammur,Svæði 4
2011-08-07,Lax,,Hængur,2.2,61.0,,59,Fluga,Gander,"1""",,,Systrahvammur,Svæði 4
2011-08-06,Lax,,Hængur,2.7,63.0,,59,Fluga,,,,,Systrahvammur,Svæði 4
2011-08-01,Lax,,Hængur,7.0,88.0,,59,Fluga,Sunray,"1 1/2""",,,Systrahvammur,Svæði 4
2011-07-31,Lax,,Hængur,5.3,80.0,,59,Spónn,Svartur Toby,,Klak,,Systrahvammur,Svæði 4
2011-07-31,Lax,,Hrygna,4.6,76.0,X,59,Fluga,Rauð Frances,,Klak,,Systrahvammur,Svæði 4
2011-07-31,Lax,,Hrygna,6.1,84.0,X,59,Fluga,Rauð Frances,,,,Systrahvammur,Svæði 4
2011-07-26,Lax,,Hrygna,5.5,82.0,,59,Fluga,Green Brahan,,,,Systrahvammur,Svæði 4
2011-07-26,Lax,,Hængur,5.7,82.0,,59,Fluga,Sunray Shadow,,,,Systrahvammur,Svæði 4
2011-07-25,Lax,,Hrygna,5.5,81.0,,59,Spónn,Toby,,,,Systrahvammur,Svæði 4
2011-07-25,Lax,,Hrygna,5.0,78.0,,59,Fluga,Rauð frances,"1/2""",,,Systrahvammur,Svæði 4
2011-07-20,Lax,,Hrygna,5.0,78.0,,59,Spónn,Toby,28,,,Systrahvammur,Svæði 4
2012-08-23,Lax,,Hængur,7.0,86.0,,59,Fluga,Sv. frances túpa,,Önnur fluga föst í snjáldri,,Systrahvammur,Svæði 4
2012-08-17,Lax,,Hængur,7.4,90.0,,59,Fluga,Sunray,,,,Systrahvammur,Svæði 4
2012-08-17,Lax,,Hrygna,2.5,61.0,,59,Fluga,Sunray,,Klak,,Systrahvammur,Svæði 4
2012-08-16,Lax,,Hrygna,3.8,71.0,,59,Fluga,Sunray,"2""",,,Systrahvammur,Svæði 4
2012-08-13,Lax,,Hrygna,5.0,81.0,,59,Fluga,Svört Frances,10,,,Systrahvammur,Svæði 4
2012-08-13,Lax,,Hrygna,5.0,80.0,,59,Fluga,Svört Frances,10,,,Systrahvammur,Svæði 4
2012-08-05,Lax,,Hrygna,5.0,81.0,,59,Fluga,Rauð Frances,,,,Systrahvammur,Svæði 4
2012-08-05,Lax,,Hrygna,4.5,78.0,,59,Devon,Devon,,,,Systrahvammur,Svæði 4
2012-07-25,Lax,,Hrygna,4.8,77.0,,59,Maðkur,,,Klak,,Systrahvammur,Svæði 4
2012-07-25,Lax,,Hrygna,5.0,79.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2012-07-22,Lax,,Hrygna,6.0,81.0,,59,Fluga,Frances rauð,,,,Systrahvammur,Svæði 4
2012-07-19,Lax,,Hrygna,5.3,80.0,,59,Fluga,Rauð frances,,Klak,,Systrahvammur,Svæði 4
2012-07-11,Lax,,Hrygna,4.7,78.0,,59,Fluga,Krafla orange,,,,Systrahvammur,Svæði 4
2012-07-11,Lax,,Hrygna,4.0,76.0,,59,Fluga,Sunray orange,,Klak,,Systrahvammur,Svæði 4
2013-08-23,Lax,,Hængur,2.0,57.0,,59,Fluga,rauð frances,"1/2""",,,Systrahvammur,Svæði 4
2013-08-23,Lax,,Hængur,8.9,96.0,X,59,Fluga,rauð frances,"1/2""",KLAK,,Systrahvammur,Svæði 4
2013-08-11,Bleikja,,Óþekkt,1.5,47.0,,59,Fluga,Kolskeggur,"1""",,,Systrahvammur,Svæði 4
2013-08-11,Bleikja,,Óþekkt,1.6,48.0,,59,Fluga,Kolskeggur,"1""",,,Systrahvammur,Svæði 4
2013-08-05,Lax,,Hængur,2.1,58.0,,59,Fluga,,,lúsugur,,Systrahvammur,Svæði 4
2013-07-31,Urriði,,Óþekkt,0.5,33.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2013-07-31,Urriði,,Óþekkt,0.9,40.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2013-07-31,Urriði,Staðb.,Óþekkt,0.2,24.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2013-07-29,Urriði,Staðb.,Óþekkt,0.2,25.0,,59,Spónn,,,,,Systrahvammur,Svæði 4
2013-07-29,Urriði,Staðb.,Óþekkt,0.2,25.0,,59,Fluga,,,,,Systrahvammur,Svæði 4
2013-07-29,Urriði,Staðb.,Óþekkt,0.2,25.0,,59,Fluga,,,,,Systrahvammur,Svæði 4
2013-07-26,Urriði,,Hængur,1.0,42.0,,59,Fluga,,,,,Systrahvammur,Svæði 4
2013-07-21,Lax,,Hrygna,5.5,82.0,X,59,Fluga,Sunray,"1""",,,Systrahvammur,Svæði 4
2013-07-17,Urriði,,Óþekkt,0.8,38.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2013-07-17,Urriði,,Óþekkt,0.8,38.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2013-07-14,Urriði,,Óþekkt,0.8,38.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2013-07-14,Urriði,,Óþekkt,0.5,33.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2013-07-10,Urriði,Staðb.,Hrygna,0.5,33.0,,59,Spónn,,20 gr.,,,Systrahvammur,Svæði 4
2014-08-22,Urriði,Staðb.,Hængur,0.7,37.0,,59,Fluga,rauð frances,,,,Systrahvammur,Svæði 4
2014-08-04,Lax,,Hængur,7.5,90.0,,59,Fluga,Black sheep,8,,,Systrahvammur,Svæði 4
2014-08-01,Lax,,Hængur,2.2,59.0,X,59,Fluga,Rauður Frances,"1""",,,Systrahvammur,Svæði 4
2014-07-26,Urriði,Staðb.,Óþekkt,0.7,37.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2014-07-25,Urriði,,Hrygna,1.5,48.0,,59,Spónn,Svartur Toby,28gr,,,Systrahvammur,Svæði 4
2014-07-13,Urriði,,Óþekkt,1.5,48.0,,59,Spónn,Toby,18,,,Systrahvammur,Svæði 4
2014-07-13,Urriði,,Óþekkt,0.5,33.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2014-07-13,Urriði,,Óþekkt,0.5,33.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2014-07-13,Urriði,,Óþekkt,1.0,42.0,,59,Spónn,,,,,Systrahvammur,Svæði 4
2014-07-10,Bleikja,Staðb.,Hrygna,1.9,51.0,,59,Spónn,Hammer,20 gr.,,,Systrahvammur,Svæði 4
2015-09-18,Lax,,Hrygna,5.5,80.0,X,59,Fluga,S-toby,,,,Systrahvammur,Svæði 4
2015-09-18,Urriði,,Hrygna,0.5,33.0,,59,Spónn,toby,,,,Systrahvammur,Svæði 4
2015-09-02,Bleikja,,Hængur,1.0,46.0,,59,Fluga,Krókur,,,,Systrahvammur,Svæði 4
2015-09-02,Bleikja,,Hængur,1.0,46.0,,59,Fluga,rauð frances,,,,Systrahvammur,Svæði 4
2015-08-30,Bleikja,Sjóg.,Hængur,1.2,44.0,,59,Fluga,rauð frances,"1""",,,Systrahvammur,Svæði 4
2015-08-30,Bleikja,,Hrygna,0.5,32.0,,59,Fluga,Rauð-Frances,,,,Systrahvammur,Svæði 4
2015-08-28,Urriði,,Hængur,2.0,53.0,,59,Fluga,Frances rauð,,,,Systrahvammur,Svæði 4
2015-08-18,Bleikja,Sjóg.,Hrygna,1.0,40.0,,59,Fluga,Koníakstúba,"1/2""",,,Systrahvammur,Svæði 4
2015-08-17,Lax,,Hængur,1.4,50.0,,59,Fluga,rauð frances,"1/2""",,,Systrahvammur,Svæði 4
2015-08-16,Lax,,Hængur,3.5,69.0,,59,Fluga,snælda,,,,Systrahvammur,Svæði 4
2015-08-16,Lax,,Hængur,2.5,61.0,,59,Fluga,Snælda rauð,,,,Systrahvammur,Svæði 4
2015-08-13,Lax,,Hængur,2.5,61.0,,59,Fluga,Frances rauð,12,,,Systrahvammur,Svæði 4
2015-08-13,Lax,,Hængur,2.6,67.0,X,59,Fluga,Black&Blue,"1/2""",,,Systrahvammur,Svæði 4
2015-08-13,Bleikja,,Óþekkt,1.1,42.0,,59,Fluga,,,,,Systrahvammur,Svæði 4
2015-08-13,Bleikja,,Óþekkt,0.9,39.0,,59,Fluga,,,,,Systrahvammur,Svæði 4
2015-08-11,Lax,,Hrygna,5.3,80.0,,59,Fluga,frances .r,,Klak,,Systrahvammur,Svæði 4
2015-08-11,Lax,,Hængur,3.8,71.0,,59,Fluga,frances r,,,,Systrahvammur,Svæði 4
2015-08-04,Bleikja,Sjóg.,Hrygna,1.2,44.0,,59,Maðkur,,,,,Systrahvammur,Svæði 4
2015-08-01,Urriði,,Óþekkt,0.5,33.0,,59,Spónn,Toby,18,,,Systrahvammur,Svæði 4
2015-08-01,Bleikja,,Óþekkt,2.5,56.0,,59,Spónn,Toby,18,,,Systrahvammur,Svæði 4
